ChpVrsNdx,NumWrd,bPilcrow,PText,RText
5908,12,0,"Of the sons of Uzziel; Michah the first, and Jesiah the second.","Of the sons of Uzziel; Michah the first, and Jesiah the second."
5909,14,1,"The sons of Merari; Mahli, and Mushi. The sons of Mahli; Eleazar, and Kish.","¶The sons of Merari; Mahli, and Mushi. The sons of Mahli; Eleazar, and Kish."
5910,18,0,"And Eleazar died, and had no sons, but daughters: and their brethren the sons of Kish took them.","And Eleazar died, and had no sons, but daughters: and their brethren the sons of Kish took them."
5911,10,0,"The sons of Mushi; Mahli, and Eder, and Jeremoth, three.","The sons of Mushi; Mahli, and Eder, and Jeremoth, three."
5912,50,1,"These were the sons of Levi after the house of their fathers; even the chief of the fathers, as they were counted by number of names by their polls, that did the work for the service of the house of the LORD, from the age of twenty years and upward.","¶These <i>were</i> the sons of Levi after the house of their fathers; <i>even</i> the chief of the fathers, as they were counted by number of names by their polls, that did the work for the service of the house of the L<font size=""-1"">ORD</font>, from the age of twenty years and upward."
5913,22,0,"For David said, The LORD God of Israel hath given rest unto his people, that they may dwell in Jerusalem for ever:","For David said, The L<font size=""-1"">ORD</font> God of Israel hath given rest unto his people, that they may dwell in Jerusalem for ever:"
5914,21,0,"And also unto the Levites; they shall no more carry the tabernacle, nor any vessels of it for the service thereof.","And also unto the Levites; they shall no <i>more</i> carry the tabernacle, nor any vessels of it for the service thereof."
5915,17,0,"For by the last words of David the Levites were numbered from twenty years old and above:","For by the last words of David the Levites <i>were</i> numbered from twenty years old and above:"
5916,46,0,"Because their office was to wait on the sons of Aaron for the service of the house of the LORD, in the courts, and in the chambers, and in the purifying of all holy things, and the work of the service of the house of God;","Because their office <i>was</i> to wait on the sons of Aaron for the service of the house of the L<font size=""-1"">ORD</font>, in the courts, and in the chambers, and in the purifying of all holy things, and the work of the service of the house of God;"
5917,40,0,"Both for the shewbread, and for the fine flour for meat offering, and for the unleavened cakes, and for that which is baked in the pan, and for that which is fried, and for all manner of measure and size;","Both for the shewbread, and for the fine flour for meat offering, and for the unleavened cakes, and for <i>that which is baked in</i> the pan, and for that which is fried, and for all manner of measure and size;"
5918,15,0,"And to stand every morning to thank and praise the LORD, and likewise at even;","And to stand every morning to thank and praise the L<font size=""-1"">ORD</font>, and likewise at even;"
5919,34,0,"And to offer all burnt sacrifices unto the LORD in the sabbaths, in the new moons, and on the set feasts, by number, according to the order commanded unto them, continually before the LORD:","And to offer all burnt sacrifices unto the L<font size=""-1"">ORD</font> in the sabbaths, in the new moons, and on the set feasts, by number, according to the order commanded unto them, continually before the L<font size=""-1"">ORD</font>:"
5920,39,0,"And that they should keep the charge of the tabernacle of the congregation, and the charge of the holy place, and the charge of the sons of Aaron their brethren, in the service of the house of the LORD.","And that they should keep the charge of the tabernacle of the congregation, and the charge of the holy <i>place</i>, and the charge of the sons of Aaron their brethren, in the service of the house of the L<font size=""-1"">ORD</font>."
6145,20,0,"Now these are the divisions of the sons of Aaron. The sons of Aaron; Nadab, and Abihu, Eleazar, and Ithamar.","Now <i>these are</i> the divisions of the sons of Aaron. The sons of Aaron; Nadab, and Abihu, Eleazar, and Ithamar."
6146,20,0,"But Nadab and Abihu died before their father, and had no children: therefore Eleazar and Ithamar executed the priest's office.","But Nadab and Abihu died before their father, and had no children: therefore Eleazar and Ithamar executed the priest's office."
6147,25,0,"And David distributed them, both Zadok of the sons of Eleazar, and Ahimelech of the sons of Ithamar, according to their offices in their service.","And David distributed them, both Zadok of the sons of Eleazar, and Ahimelech of the sons of Ithamar, according to their offices in their service."
6148,53,0,"And there were more chief men found of the sons of Eleazar than of the sons of Ithamar; and thus were they divided. Among the sons of Eleazar there were sixteen chief men of the house of their fathers, and eight among the sons of Ithamar according to the house of their fathers.","And there were more chief men found of the sons of Eleazar than of the sons of Ithamar; and <i>thus</i> were they divided. Among the sons of Eleazar <i>there were</i> sixteen chief men of the house of <i>their</i> fathers, and eight among the sons of Ithamar according to the house of their fathers."
6149,35,0,"Thus were they divided by lot, one sort with another; for the governors of the sanctuary, and governors of the house of God, were of the sons of Eleazar, and of the sons of Ithamar.","Thus were they divided by lot, one sort with another; for the governors of the sanctuary, and governors <i>of the house</i> of God, were of the sons of Eleazar, and of the sons of Ithamar."
6150,54,0,"And Shemaiah the son of Nethaneel the scribe, one of the Levites, wrote them before the king, and the princes, and Zadok the priest, and Ahimelech the son of Abiathar, and before the chief of the fathers of the priests and Levites: one principal household being taken for Eleazar, and one taken for Ithamar.","And Shemaiah the son of Nethaneel the scribe, <i>one</i> of the Levites, wrote them before the king, and the princes, and Zadok the priest, and Ahimelech the son of Abiathar, and <i>before</i> the chief of the fathers of the priests and Levites: one principal household being taken for Eleazar, and <i>one</i> taken for Ithamar."
6151,12,0,"Now the first lot came forth to Jehoiarib, the second to Jedaiah,","Now the first lot came forth to Jehoiarib, the second to Jedaiah,"
6152,8,0,"The third to Harim, the fourth to Seorim,","The third to Harim, the fourth to Seorim,"
6153,8,0,"The fifth to Malchijah, the sixth to Mijamin,","The fifth to Malchijah, the sixth to Mijamin,"
6154,8,0,"The seventh to Hakkoz, the eighth to Abijah,","The seventh to Hakkoz, the eighth to Abijah,"
6155,8,0,"The ninth to Jeshua, the tenth to Shecaniah,","The ninth to Jeshua, the tenth to Shecaniah,"
6156,8,0,"The eleventh to Eliashib, the twelfth to Jakim,","The eleventh to Eliashib, the twelfth to Jakim,"
6157,8,0,"The thirteenth to Huppah, the fourteenth to Jeshebeab,","The thirteenth to Huppah, the fourteenth to Jeshebeab,"
6158,8,0,"The fifteenth to Bilgah, the sixteenth to Immer,","The fifteenth to Bilgah, the sixteenth to Immer,"
6159,8,0,"The seventeenth to Hezir, the eighteenth to Aphses,","The seventeenth to Hezir, the eighteenth to Aphses,"
6160,8,0,"The nineteenth to Pethahiah, the twentieth to Jehezekel,","The nineteenth to Pethahiah, the twentieth to Jehezekel,"
6161,12,0,"The one and twentieth to Jachin, the two and twentieth to Gamul,","The one and twentieth to Jachin, the two and twentieth to Gamul,"
6162,12,0,"The three and twentieth to Delaiah, the four and twentieth to Maaziah.","The three and twentieth to Delaiah, the four and twentieth to Maaziah."
6163,34,0,"These were the orderings of them in their service to come into the house of the LORD, according to their manner, under Aaron their father, as the LORD God of Israel had commanded him.","These <i>were</i> the orderings of them in their service to come into the house of the L<font size=""-1"">ORD</font>, according to their manner, under Aaron their father, as the L<font size=""-1"">ORD</font> God of Israel had commanded him."
6164,22,1,"And the rest of the sons of Levi were these: Of the sons of Amram; Shubael: of the sons of Shubael; Jehdeiah.","¶And the rest of the sons of Levi <i>were these</i>: Of the sons of Amram; Shubael: of the sons of Shubael; Jehdeiah."
6165,11,0,"Concerning Rehabiah: of the sons of Rehabiah, the first was Isshiah.","Concerning Rehabiah: of the sons of Rehabiah, the first <i>was</i> Isshiah."
6166,10,0,"Of the Izharites; Shelomoth: of the sons of Shelomoth; Jahath.","Of the Izharites; Shelomoth: of the sons of Shelomoth; Jahath."
6167,17,0,"And the sons of Hebron; Jeriah the first, Amariah the second, Jahaziel the third, Jekameam the fourth.","And the sons <i>of Hebron</i>; Jeriah <i>the first</i>, Amariah the second, Jahaziel the third, Jekameam the fourth."
6168,12,0,"Of the sons of Uzziel; Michah: of the sons of Michah; Shamir.","<i>Of</i> the sons of Uzziel; Michah: of the sons of Michah; Shamir."
6169,12,0,"The brother of Michah was Isshiah: of the sons of Isshiah; Zechariah.","The brother of Michah <i>was</i> Isshiah: of the sons of Isshiah; Zechariah."
6170,13,0,"The sons of Merari were Mahli and Mushi: the sons of Jaaziah; Beno.","The sons of Merari <i>were</i> Mahli and Mushi: the sons of Jaaziah; Beno."
6171,13,1,"The sons of Merari by Jaaziah; Beno, and Shoham, and Zaccur, and Ibri.","¶The sons of Merari by Jaaziah; Beno, and Shoham, and Zaccur, and Ibri."
6172,8,0,"Of Mahli came Eleazar, who had no sons.","Of Mahli <i>came</i> Eleazar, who had no sons."
6173,8,0,"Concerning Kish: the son of Kish was Jerahmeel.","Concerning Kish: the son of Kish <i>was</i> Jerahmeel."
6174,23,0,"The sons also of Mushi; Mahli, and Eder, and Jerimoth. These were the sons of the Levites after the house of their fathers.","The sons also of Mushi; Mahli, and Eder, and Jerimoth. These <i>were</i> the sons of the Levites after the house of their fathers."
6175,43,0,"These likewise cast lots over against their brethren the sons of Aaron in the presence of David the king, and Zadok, and Ahimelech, and the chief of the fathers of the priests and Levites, even the principal fathers over against their younger brethren.","These likewise cast lots over against their brethren the sons of Aaron in the presence of David the king, and Zadok, and Ahimelech, and the chief of the fathers of the priests and Levites, even the principal fathers over against their younger brethren."
6401,44,0,"Moreover David and the captains of the host separated to the service of the sons of Asaph, and of Heman, and of Jeduthun, who should prophesy with harps, with psalteries, and with cymbals: and the number of the workmen according to their service was:","Moreover David and the captains of the host separated to the service of the sons of Asaph, and of Heman, and of Jeduthun, who should prophesy with harps, with psalteries, and with cymbals: and the number of the workmen according to their service was:"
6402,30,0,"Of the sons of Asaph; Zaccur, and Joseph, and Nethaniah, and Asarelah, the sons of Asaph under the hands of Asaph, which prophesied according to the order of the king.","Of the sons of Asaph; Zaccur, and Joseph, and Nethaniah, and Asarelah, the sons of Asaph under the hands of Asaph, which prophesied according to the order of the king."
6403,35,0,"Of Jeduthun: the sons of Jeduthun; Gedaliah, and Zeri, and Jeshaiah, Hashabiah, and Mattithiah, six, under the hands of their father Jeduthun, who prophesied with a harp, to give thanks and to praise the LORD.","Of Jeduthun: the sons of Jeduthun; Gedaliah, and Zeri, and Jeshaiah, Hashabiah, and Mattithiah, six, under the hands of their father Jeduthun, who prophesied with a harp, to give thanks and to praise the L<font size=""-1"">ORD</font>."
6404,23,0,"Of Heman: the sons of Heman; Bukkiah, Mattaniah, Uzziel, Shebuel, and Jerimoth, Hananiah, Hanani, Eliathah, Giddalti, and Romamti-ezer, Joshbekashah, Mallothi, Hothir, and Mahazioth:","Of Heman: the sons of Heman; Bukkiah, Mattaniah, Uzziel, Shebuel, and Jerimoth, Hananiah, Hanani, Eliathah, Giddalti, and Romamti–ezer, Joshbekashah, Mallothi, Hothir, <i>and</i> Mahazioth:"
6405,30,0,"All these were the sons of Heman the king's seer in the words of God, to lift up the horn. And God gave to Heman fourteen sons and three daughters.","All these <i>were</i> the sons of Heman the king's seer in the words of God, to lift up the horn. And God gave to Heman fourteen sons and three daughters."
6406,40,0,"All these were under the hands of their father for song in the house of the LORD, with cymbals, psalteries, and harps, for the service of the house of God, according to the king's order to Asaph, Jeduthun, and Heman.","All these <i>were</i> under the hands of their father for song <i>in</i> the house of the L<font size=""-1"">ORD</font>, with cymbals, psalteries, and harps, for the service of the house of God, according to the king's order to Asaph, Jeduthun, and Heman."
6407,28,0,"So the number of them, with their brethren that were instructed in the songs of the LORD, even all that were cunning, was two hundred fourscore and eight.","So the number of them, with their brethren that were instructed in the songs of the L<font size=""-1"">ORD</font>, <i>even</i> all that were cunning, was two hundred fourscore and eight."
6408,19,1,"And they cast lots, ward against ward, as well the small as the great, the teacher as the scholar.","¶And they cast lots, ward against <i>ward</i>, as well the small as the great, the teacher as the scholar."
6409,22,0,"Now the first lot came forth for Asaph to Joseph: the second to Gedaliah, who with his brethren and sons were twelve:","Now the first lot came forth for Asaph to Joseph: the second to Gedaliah, who with his brethren and sons <i>were</i> twelve:"
6410,12,0,"The third to Zaccur, he, his sons, and his brethren, were twelve:","The third to Zaccur, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6411,12,0,"The fourth to Izri, he, his sons, and his brethren, were twelve:","The fourth to Izri, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6412,12,0,"The fifth to Nethaniah, he, his sons, and his brethren, were twelve:","The fifth to Nethaniah, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6413,12,0,"The sixth to Bukkiah, he, his sons, and his brethren, were twelve:","The sixth to Bukkiah, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6414,12,0,"The seventh to Jesharelah, he, his sons, and his brethren, were twelve:","The seventh to Jesharelah, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6415,12,0,"The eighth to Jeshaiah, he, his sons, and his brethren, were twelve:","The eighth to Jeshaiah, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6416,12,0,"The ninth to Mattaniah, he, his sons, and his brethren, were twelve:","The ninth to Mattaniah, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6417,12,0,"The tenth to Shimei, he, his sons, and his brethren, were twelve:","The tenth to Shimei, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6418,12,0,"The eleventh to Azareel, he, his sons, and his brethren, were twelve:","The eleventh to Azareel, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6419,12,0,"The twelfth to Hashabiah, he, his sons, and his brethren, were twelve:","The twelfth to Hashabiah, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6420,12,0,"The thirteenth to Shubael, he, his sons, and his brethren, were twelve:","The thirteenth to Shubael, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6421,12,0,"The fourteenth to Mattithiah, he, his sons, and his brethren, were twelve:","The fourteenth to Mattithiah, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6422,12,0,"The fifteenth to Jeremoth, he, his sons, and his brethren, were twelve:","The fifteenth to Jeremoth, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6423,12,0,"The sixteenth to Hananiah, he, his sons, and his brethren, were twelve:","The sixteenth to Hananiah, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6424,12,0,"The seventeenth to Joshbekashah, he, his sons, and his brethren, were twelve:","The seventeenth to Joshbekashah, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6425,12,0,"The eighteenth to Hanani, he, his sons, and his brethren, were twelve:","The eighteenth to Hanani, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6426,12,0,"The nineteenth to Mallothi, he, his sons, and his brethren, were twelve:","The nineteenth to Mallothi, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6427,12,0,"The twentieth to Eliathah, he, his sons, and his brethren, were twelve:","The twentieth to Eliathah, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6428,14,0,"The one and twentieth to Hothir, he, his sons, and his brethren, were twelve:","The one and twentieth to Hothir, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6429,14,0,"The two and twentieth to Giddalti, he, his sons, and his brethren, were twelve:","The two and twentieth to Giddalti, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6430,14,0,"The three and twentieth to Mahazioth, he, his sons, and his brethren, were twelve:","The three and twentieth to Mahazioth, <i>he</i>, his sons, and his brethren, <i>were</i> twelve:"
6431,14,0,"The four and twentieth to Romamti-ezer, he, his sons, and his brethren, were twelve.","The four and twentieth to Romamti–ezer, <i>he</i>, his sons, and his brethren, <i>were</i> twelve."
6657,20,0,"Concerning the divisions of the porters: Of the Korhites was Meshelemiah the son of Kore, of the sons of Asaph.","Concerning the divisions of the porters: Of the Korhites <i>was</i> Meshelemiah the son of Kore, of the sons of Asaph."
6658,18,0,"And the sons of Meshelemiah were, Zechariah the firstborn, Jediael the second, Zebadiah the third, Jathniel the fourth,","And the sons of Meshelemiah <i>were</i>, Zechariah the firstborn, Jediael the second, Zebadiah the third, Jathniel the fourth,"
6659,9,0,"Elam the fifth, Jehohanan the sixth, Elioenai the seventh.","Elam the fifth, Jehohanan the sixth, Elioenai the seventh."
6660,23,0,"Moreover the sons of Obed-edom were, Shemaiah the firstborn, Jehozabad the second, Joah the third, and Sacar the fourth, and Nethaneel the fifth,","Moreover the sons of Obed–edom <i>were</i>, Shemaiah the firstborn, Jehozabad the second, Joah the third, and Sacar the fourth, and Nethaneel the fifth,"
6661,13,0,"Ammiel the sixth, Issachar the seventh, Peulthai the eighth: for God blessed him.","Ammiel the sixth, Issachar the seventh, Peulthai the eighth: for God blessed him."
6662,23,0,"Also unto Shemaiah his son were sons born, that ruled throughout the house of their father: for they were mighty men of valour.","Also unto Shemaiah his son were sons born, that ruled throughout the house of their father: for they <i>were</i> mighty men of valour."
6663,18,0,"The sons of Shemaiah; Othni, and Rephael, and Obed, Elzabad, whose brethren were strong men, Elihu, and Semachiah.","The sons of Shemaiah; Othni, and Rephael, and Obed, Elzabad, whose brethren <i>were</i> strong men, Elihu, and Semachiah."
6664,27,0,"All these of the sons of Obed-edom: they and their sons and their brethren, able men for strength for the service, were threescore and two of Obed-edom.","All these of the sons of Obed–edom: they and their sons and their brethren, able men for strength for the service, <i>were</i> threescore and two of Obed–edom."
6665,9,0,"And Meshelemiah had sons and brethren, strong men, eighteen.","And Meshelemiah had sons and brethren, strong men, eighteen."
6666,26,0,"Also Hosah, of the children of Merari, had sons; Simri the chief, (for though he was not the firstborn, yet his father made him the chief;)","Also Hosah, of the children of Merari, had sons; Simri the chief, (for <i>though</i> he was not the firstborn, yet his father made him the chief;)"
6667,18,0,"Hilkiah the second, Tebaliah the third, Zechariah the fourth: all the sons and brethren of Hosah were thirteen.","Hilkiah the second, Tebaliah the third, Zechariah the fourth: all the sons and brethren of Hosah <i>were</i> thirteen."
6668,26,0,"Among these were the divisions of the porters, even among the chief men, having wards one against another, to minister in the house of the LORD.","Among these <i>were</i> the divisions of the porters, <i>even</i> among the chief men, <i>having</i> wards one against another, to minister in the house of the L<font size=""-1"">ORD</font>."
6669,21,1,"And they cast lots, as well the small as the great, according to the house of their fathers, for every gate.","¶And they cast lots, as well the small as the great, according to the house of their fathers, for every gate."
6670,24,0,"And the lot eastward fell to Shelemiah. Then for Zechariah his son, a wise counsellor, they cast lots; and his lot came out northward.","And the lot eastward fell to Shelemiah. Then for Zechariah his son, a wise counsellor, they cast lots; and his lot came out northward."
6671,11,0,"To Obed-edom southward; and to his sons the house of Asuppim.","To Obed–edom southward; and to his sons the house of Asuppim."
6672,23,0,"To Shuppim and Hosah the lot came forth westward, with the gate Shallecheth, by the causeway of the going up, ward against ward.","To Shuppim and Hosah <i>the lot came forth</i> westward, with the gate Shallecheth, by the causeway of the going up, ward against ward."
6673,18,0,"Eastward were six Levites, northward four a day, southward four a day, and toward Asuppim two and two.","Eastward <i>were</i> six Levites, northward four a day, southward four a day, and toward Asuppim two <i>and</i> two."
6674,11,0,"At Parbar westward, four at the causeway, and two at Parbar.","At Parbar westward, four at the causeway, <i>and</i> two at Parbar."
6675,18,0,"These are the divisions of the porters among the sons of Kore, and among the sons of Merari.","These <i>are</i> the divisions of the porters among the sons of Kore, and among the sons of Merari."
6676,22,1,"And of the Levites, Ahijah was over the treasures of the house of God, and over the treasures of the dedicated things.","¶And of the Levites, Ahijah <i>was</i> over the treasures of the house of God, and over the treasures of the dedicated things."
6677,21,0,"As concerning the sons of Laadan; the sons of the Gershonite Laadan, chief fathers, even of Laadan the Gershonite, were Jehieli.","<i>As concerning</i> the sons of Laadan; the sons of the Gershonite Laadan, chief fathers, <i>even</i> of Laadan the Gershonite, <i>were</i> Jehieli."
6678,20,0,"The sons of Jehieli; Zetham, and Joel his brother, which were over the treasures of the house of the LORD.","The sons of Jehieli; Zetham, and Joel his brother, <i>which were</i> over the treasures of the house of the L<font size=""-1"">ORD</font>."
6679,11,0,"Of the Amramites, and the Izharites, the Hebronites, and the Uzzielites:","Of the Amramites, <i>and</i> the Izharites, the Hebronites, <i>and</i> the Uzzielites:"
6680,15,0,"And Shebuel the son of Gershom, the son of Moses, was ruler of the treasures.","And Shebuel the son of Gershom, the son of Moses, <i>was</i> ruler of the treasures."
6681,24,0,"And his brethren by Eliezer; Rehabiah his son, and Jeshaiah his son, and Joram his son, and Zichri his son, and Shelomith his son.","And his brethren by Eliezer; Rehabiah his son, and Jeshaiah his son, and Joram his son, and Zichri his son, and Shelomith his son."
6682,36,0,"Which Shelomith and his brethren were over all the treasures of the dedicated things, which David the king, and the chief fathers, the captains over thousands and hundreds, and the captains of the host, had dedicated.","Which Shelomith and his brethren <i>were</i> over all the treasures of the dedicated things, which David the king, and the chief fathers, the captains over thousands and hundreds, and the captains of the host, had dedicated."
6683,17,0,"Out of the spoils won in battles did they dedicate to maintain the house of the LORD.","Out of the spoils won in battles did they dedicate to maintain the house of the L<font size=""-1"">ORD</font>."
6684,43,0,"And all that Samuel the seer, and Saul the son of Kish, and Abner the son of Ner, and Joab the son of Zeruiah, had dedicated; and whosoever had dedicated any thing, it was under the hand of Shelomith, and of his brethren.","And all that Samuel the seer, and Saul the son of Kish, and Abner the son of Ner, and Joab the son of Zeruiah, had dedicated; <i>and</i> whosoever had dedicated <i>any thing, it was</i> under the hand of Shelomith, and of his brethren."
6685,18,1,"Of the Izharites, Chenaniah and his sons were for the outward business over Israel, for officers and judges.","¶Of the Izharites, Chenaniah and his sons <i>were</i> for the outward business over Israel, for officers and judges."
6686,41,0,"And of the Hebronites, Hashabiah and his brethren, men of valour, a thousand and seven hundred, were officers among them of Israel on this side Jordan westward in all the business of the LORD, and in the service of the king.","<i>And</i> of the Hebronites, Hashabiah and his brethren, men of valour, a thousand and seven hundred, <i>were</i> officers among them of Israel on this side Jordan westward in all the business of the L<font size=""-1"">ORD</font>, and in the service of the king."
6687,45,0,"Among the Hebronites was Jerijah the chief, even among the Hebronites, according to the generations of his fathers. In the fortieth year of the reign of David they were sought for, and there were found among them mighty men of valour at Jazer of Gilead.","Among the Hebronites <i>was</i> Jerijah the chief, <i>even</i> among the Hebronites, according to the generations of his fathers. In the fortieth year of the reign of David they were sought for, and there were found among them mighty men of valour at Jazer of Gilead."
6688,41,0,"And his brethren, men of valour, were two thousand and seven hundred chief fathers, whom king David made rulers over the Reubenites, the Gadites, and the half tribe of Manasseh, for every matter pertaining to God, and affairs of the king.","And his brethren, men of valour, <i>were</i> two thousand and seven hundred chief fathers, whom king David made rulers over the Reubenites, the Gadites, and the half tribe of Manasseh, for every matter pertaining to God, and affairs of the king."
6913,56,0,"Now the children of Israel after their number, to wit, the chief fathers and captains of thousands and hundreds, and their officers that served the king in any matter of the courses, which came in and went out month by month throughout all the months of the year, of every course were twenty and four thousand.","Now the children of Israel after their number, <i>to wit</i>, the chief fathers and captains of thousands and hundreds, and their officers that served the king in any matter of the courses, which came in and went out month by month throughout all the months of the year, of every course <i>were</i> twenty and four thousand."
6914,23,0,"Over the first course for the first month was Jashobeam the son of Zabdiel: and in his course were twenty and four thousand.","Over the first course for the first month <i>was</i> Jashobeam the son of Zabdiel: and in his course <i>were</i> twenty and four thousand."
6915,19,0,"Of the children of Perez was the chief of all the captains of the host for the first month.","Of the children of Perez <i>was</i> the chief of all the captains of the host for the first month."
6916,30,0,"And over the course of the second month was Dodai an Ahohite, and of his course was Mikloth also the ruler: in his course likewise were twenty and four thousand.","And over the course of the second month <i>was</i> Dodai an Ahohite, and of his course <i>was</i> Mikloth also the ruler: in his course likewise <i>were</i> twenty and four thousand."
6917,28,0,"The third captain of the host for the third month was Benaiah the son of Jehoiada, a chief priest: and in his course were twenty and four thousand.","The third captain of the host for the third month <i>was</i> Benaiah the son of Jehoiada, a chief priest: and in his course <i>were</i> twenty and four thousand."
6918,22,0,"This is that Benaiah, who was mighty among the thirty, and above the thirty: and in his course was Ammizabad his son.","This <i>is that</i> Benaiah, <i>who was</i> mighty <i>among</i> the thirty, and above the thirty: and in his course <i>was</i> Ammizabad his son."
6919,28,0,"The fourth captain for the fourth month was Asahel the brother of Joab, and Zebadiah his son after him: and in his course were twenty and four thousand.","The fourth <i>captain</i> for the fourth month <i>was</i> Asahel the brother of Joab, and Zebadiah his son after him: and in his course <i>were</i> twenty and four thousand."
6920,20,0,"The fifth captain for the fifth month was Shamhuth the Izrahite: and in his course were twenty and four thousand.","The fifth captain for the fifth month <i>was</i> Shamhuth the Izrahite: and in his course <i>were</i> twenty and four thousand."
6921,24,0,"The sixth captain for the sixth month was Ira the son of Ikkesh the Tekoite: and in his course were twenty and four thousand.","The sixth <i>captain</i> for the sixth month <i>was</i> Ira the son of Ikkesh the Tekoite: and in his course <i>were</i> twenty and four thousand."
6922,25,0,"The seventh captain for the seventh month was Helez the Pelonite, of the children of Ephraim: and in his course were twenty and four thousand.","The seventh <i>captain</i> for the seventh month <i>was</i> Helez the Pelonite, of the children of Ephraim: and in his course <i>were</i> twenty and four thousand."
6923,23,0,"The eighth captain for the eighth month was Sibbecai the Hushathite, of the Zarhites: and in his course were twenty and four thousand.","The eighth <i>captain</i> for the eighth month <i>was</i> Sibbecai the Hushathite, of the Zarhites: and in his course <i>were</i> twenty and four thousand."
6924,23,0,"The ninth captain for the ninth month was Abi-ezer the Anetothite, of the Benjamites: and in his course were twenty and four thousand.","The ninth <i>captain</i> for the ninth month <i>was</i> Abi–ezer the Anetothite, of the Benjamites: and in his course <i>were</i> twenty and four thousand."
6925,23,0,"The tenth captain for the tenth month was Maharai the Netophathite, of the Zarhites: and in his course were twenty and four thousand.","The tenth <i>captain</i> for the tenth month <i>was</i> Maharai the Netophathite, of the Zarhites: and in his course <i>were</i> twenty and four thousand."
6926,25,0,"The eleventh captain for the eleventh month was Benaiah the Pirathonite, of the children of Ephraim: and in his course were twenty and four thousand.","The eleventh <i>captain</i> for the eleventh month <i>was</i> Benaiah the Pirathonite, of the children of Ephraim: and in his course <i>were</i> twenty and four thousand."
6927,22,0,"The twelfth captain for the twelfth month was Heldai the Netophathite, of Othniel: and in his course were twenty and four thousand.","The twelfth <i>captain</i> for the twelfth month <i>was</i> Heldai the Netophathite, of Othniel: and in his course <i>were</i> twenty and four thousand."
6928,25,1,"Furthermore over the tribes of Israel: the ruler of the Reubenites was Eliezer the son of Zichri: of the Simeonites, Shephatiah the son of Maachah:","¶Furthermore over the tribes of Israel: the ruler of the Reubenites <i>was</i> Eliezer the son of Zichri: of the Simeonites, Shephatiah the son of Maachah:"
6929,12,0,"Of the Levites, Hashabiah the son of Kemuel: of the Aaronites, Zadok:","Of the Levites, Hashabiah the son of Kemuel: of the Aaronites, Zadok:"
6930,16,0,"Of Judah, Elihu, one of the brethren of David: of Issachar, Omri the son of Michael:","Of Judah, Elihu, <i>one</i> of the brethren of David: of Issachar, Omri the son of Michael:"
6931,14,0,"Of Zebulun, Ishmaiah the son of Obadiah: of Naphtali, Jerimoth the son of Azriel:","Of Zebulun, Ishmaiah the son of Obadiah: of Naphtali, Jerimoth the son of Azriel:"
6932,21,0,"Of the children of Ephraim, Hoshea the son of Azaziah: of the half tribe of Manasseh, Joel the son of Pedaiah:","Of the children of Ephraim, Hoshea the son of Azaziah: of the half tribe of Manasseh, Joel the son of Pedaiah:"
6933,20,0,"Of the half tribe of Manasseh in Gilead, Iddo the son of Zechariah: of Benjamin, Jaasiel the son of Abner:","Of the half <i>tribe</i> of Manasseh in Gilead, Iddo the son of Zechariah: of Benjamin, Jaasiel the son of Abner:"
6934,16,0,"Of Dan, Azareel the son of Jeroham. These were the princes of the tribes of Israel.","Of Dan, Azareel the son of Jeroham. These <i>were</i> the princes of the tribes of Israel."
6935,30,1,"But David took not the number of them from twenty years old and under: because the LORD had said he would increase Israel like to the stars of the heavens.","¶But David took not the number of them from twenty years old and under: because the L<font size=""-1"">ORD</font> had said he would increase Israel like to the stars of the heavens."
6936,34,0,"Joab the son of Zeruiah began to number, but he finished not, because there fell wrath for it against Israel; neither was the number put in the account of the chronicles of king David.","Joab the son of Zeruiah began to number, but he finished not, because there fell wrath for it against Israel; neither was the number put in the account of the chronicles of king David."
6937,35,1,"And over the king's treasures was Azmaveth the son of Adiel: and over the storehouses in the fields, in the cities, and in the villages, and in the castles, was Jehonathan the son of Uzziah:","¶And over the king's treasures <i>was</i> Azmaveth the son of Adiel: and over the storehouses in the fields, in the cities, and in the villages, and in the castles, <i>was</i> Jehonathan the son of Uzziah:"
