KJVWord,DictWord
ladeth,
ladies,
lading,lading
lads,
lady,lady
lael,
lahad,
lahai-roi,
lahmam,
lahmi,
laid,laid
laidst,
lain,lain
laish,
lake,lake
lakum,
lama,lama
lamb,
lamb's,
lambs,
lame,lame
lamech,
lament,lament
lamentable,lamentable
lamentation,lamentation
lamentations,
lamented,lamented
lamp,lamp
lamps,
lance,lance
lancets,
land,land
landed,landed
landing,landing
landmark,landmark
landmarks,
lands,
lanes,
language,language
languages,
languish,languish
languished,
languisheth,
languishing,languishing
lanterns,
laodicea,
laodiceans,
lap,lap
lapidoth,
lapped,lapped
lappeth,
lapwing,lapwing
large,large
largeness,largeness
lasciviousness,lasciviousness
lasea,
lasha,
lasharon,
last,last
lasted,
lasting,lasting
latchet,latchet
late,late
lately,lately
latin,latin
latter,latter
lattice,lattice
laud,laud
laugh,laugh
laughed,
laugheth,
laughing,laughing
laughter,laughter
launch,launch
launched,
laver,laver
lavers,
lavish,lavish
law,law
lawful,lawful
lawfully,lawfully
lawgiver,lawgiver
lawless,lawless
laws,
lawyer,lawyer
lawyers,
lay,lay
layedst,
layest,
layeth,
laying,laying
lazarus,
lead,lead
leader,leader
leaders,
leadest,
leadeth,
leaf,leaf
league,league
leah,
leah's,
lean,lean
leaned,
leaneth,
leanfleshed,
leaning,
leanness,leanness
leap,leap
leaped,
leaping,leaping
learn,learn
learned,
learning,learning
leasing,leasing
least,least
leather,leather
leathern,
leave,
leaved,leaved
leaven,leaven
leavened,leavened
leaveneth,
leaves,leaves
leaveth,
leaving,leaving
lebana,
lebanah,
lebanon,
lebaoth,
lebbaeus,
lebonah,
lecah,
led,led
leddest,
ledges,
leeks,
lees,lees
left,left
leftest,
lefthanded,
leg,leg
legion,legion
legions,
legs,
lehabim,
lehi,
leisure,leisure
lemuel,
lend,lend
lender,lender
lendeth,
length,length
lengthen,lengthen
lengthened,lengthened
lengthening,lengthening
lent,lent
lentiles,
leopard,leopard
leopards,
leper,leper
lepers,
leprosy,leprosy
leprous,leprous
leshem,
less,less
lesser,lesser
lest,lest
let,let
letter,letter
letters,
lettest,
letteth,
letting,
letushim,
leummim,
levi,
leviathan,leviathan
levite,levite
levites,
levitical,levitical
levy,levy
lewd,lewd
lewdly,lewdly
lewdness,lewdness
liar,
liars,
liberal,liberal
liberality,liberality
liberally,liberally
libertines,
liberty,liberty
libnah,
libni,
libnites,
libya,
libyans,
lice,lice
licence,
lick,lick
licked,
licketh,
lid,lid
lie,lie
lied,
lien,lien
liers,
lies,
liest,
lieth,
lieutenants,
life,life
lifetime,lifetime
lift,lift
lifted,lifted
lifter,lifter
liftest,
lifteth,
lifting,lifting
light,light
lighted,lighted
lighten,lighten
lightened,
lighteneth,
lighter,lighter
lightest,
lighteth,
lighting,
lightly,lightly
lightness,lightness
lightning,lightning
lightnings,
lights,lights
lign,
ligure,ligure
like,like
liked,
likeminded,
liken,liken
likened,likened
likeness,likeness
liketh,
likewise,likewise
likhi,
liking,liking
lilies,
lily,lily
lime,lime
limit,limit
limited,limited
limiteth,
line,line
lineage,lineage
linen,linen
lines,
lingered,
lingereth,
lintel,lintel
lintels,
linus,
lion,lion
lion's,
lioness,lioness
lionesses,
lionlike,lionlike
lions,
lions',
lip,lip
lips,
liquor,liquor
liquors,
listed,listed
listen,listen
listeth,
litters,
little,little
live,live
lived,
lively,lively
liver,liver
lives,lives
livest,
liveth,
living,living
lizard,lizard
lo,lo
lo-ammi,
lo-debar,
lo-ruhamah,
loaden,
loadeth,
loaf,loaf
loan,loan
loathe,
loatheth,
loathsome,loathsome
loaves,loaves
lock,lock
locked,locked
locks,
locust,locust
locusts,
lod,
lodge,lodge
lodged,lodged
lodgest,
lodgeth,
lodging,lodging
lodgings,
loft,loft
loftily,loftily
loftiness,loftiness
lofty,lofty
log,log
loins,
lois,
long,long
longed,
longedst,
longer,longer
longeth,
longing,longing
longsuffering,longsuffering
longwinged,
look,look
looked,
lookest,
looketh,
looking,
lookingglasses,
looks,
loops,
loose,loose
loosed,loosed
looseth,
loosing,loosing
lop,lop
lord,lord
lord's,
lordly,lordly
lords,
lordship,lordship
lose,lose
loseth,
loss,loss
lost,lost
lot,lot
lot's,
lotan,
lotan's,
lothe,lothe
lothed,lothed
lotheth,
lothing,lothing
lots,
loud,loud
louder,
love,love
love's,
loved,loved
lovedst,
lovely,lovely
lover,lover
lovers,
loves,
lovest,
loveth,
loving,loving
lovingkindness,
lovingkindnesses,
low,low
lower,lower
lowest,lowest
loweth,
lowing,lowing
lowliness,lowliness
lowly,lowly
lowring,
lubim,
lubims,
lucas,
lucifer,lucifer
lucius,
lucre,lucre
lucre's,
lud,
ludim,
luhith,
luke,
lukewarm,lukewarm
lump,lump
lunatick,
lurk,lurk
lurking,lurking
lust,lust
lusted,
lusteth,
lusting,lusting
lusts,
lusty,lusty
luz,
lycaonia,
lycia,
lydda,
lydia,
lydians,
lying,lying
lysanias,
lysias,
lystra,
maacah,
maachah,
maachathi,
maachathite,
maachathites,
maadai,
maadiah,
maai,
maaleh-acrabbim,
maarath,
maaseiah,
maasiai,
maath,
maaz,
maaziah,
macedonia,
macedonian,
machbanai,
machbenah,
machi,
machir,
machirites,
machnadebai,
machpelah,
mad,mad
madai,
made,made
madest,
madian,
madmannah,
madmen,
madmenah,
madness,madness
madon,
magbish,
magdala,
magdalene,
magdiel,
magician,magician
magicians,
magistrate,magistrate
magistrates,
magnifical,
magnificence,magnificence
magnified,
magnify,magnify
magog,
magor-missabib,
magpiash,
mahalah,
mahalaleel,
mahalath,
mahali,
mahanaim,
mahaneh-dan,
maharai,
mahath,
mahavite,
mahazioth,
maher-shalal-hash-baz,
mahlah,
mahli,
mahlites,
mahlon,
mahlon's,
mahol,
maid,maid
maid's,
maiden,maiden
maidens,
maids,
maidservant,
maidservant's,
maidservants,
maidservants',
mail,mail
maimed,maimed
mainsail,
maintain,maintain
maintained,maintained
maintainest,
maintenance,maintenance
majesty,majesty
makaz,
make,make
maker,maker
makers,
makest,
maketh,
makheloth,
making,making
makkedah,
maktesh,
malachi,
malcham,
malchi-shua,
malchiah,
malchiel,
malchielites,
malchijah,
malchiram,
malchus,
male,male
malefactor,malefactor
malefactors,
maleleel,
males,
malice,malice
malicious,malicious
maliciousness,maliciousness
malignity,malignity
mallothi,
mallows,
malluch,
mammon,mammon
mamre,
man,man
man's,
manaen,
manahath,
manahethites,
manasseh,
manasseh's,
manasses,
manassites,
mandrakes,
maneh,
manger,manger
manifest,manifest
manifestation,manifestation
manifested,manifested
manifestly,manifestly
manifold,manifold
mankind,mankind
manna,manna
manner,manner
manners,manners
manoah,
manservant,manservant
manservant's,
manservants,
mansions,
manslayer,manslayer
manslayers,
mantle,mantle
mantles,
many,many
maoch,
maon,
maonites,
mar,mar
mara,
marah,
maralah,
maranatha,maranatha
marble,marble
march,march
marched,
marchedst,
marcus,
mareshah,
mariners,
marishes,
mark,mark
marked,marked
markest,
market,market
marketh,
marketplace,
marketplaces,
markets,
marks,
maroth,
marred,
marriage,marriage
marriages,
married,married
marrieth,
marrow,marrow
marry,marry
marrying,
mars',
marsena,
mart,mart
martha,
martyr,martyr
martyrs,
marvel,marvel
marvelled,
marvellous,
marvellously,
marvels,
mary,
mash,mash
mashal,
masons,
masrekah,
massa,
massah,
mast,mast
master,master
master's,
masterbuilder,
masteries,
masters,
masters',
mastery,mastery
masts,
mate,mate
mathusala,
matred,
matri,
matrix,matrix
mattan,
mattanah,
mattaniah,
mattatha,
mattathah,
mattathias,
mattenai,
matter,matter
matters,
matthan,
matthat,
matthew,
matthias,
mattithiah,
mattock,mattock
mattocks,
maul,maul
maw,maw
may,may
mayest,
mazzaroth,
me,me
me-jarkon,
meadow,meadow
meadows,
meah,
meal,meal
mealtime,
mean,mean
meanest,
meaneth,
meaning,meaning
means,
meant,meant
mearah,
measure,measure
measured,measured
measures,
measuring,measuring
meat,meat
meats,
mebunnai,
mecherathite,
medad,
medan,
meddle,meddle
meddled,
meddleth,
meddling,meddling
mede,
medeba,
medes,
media,
median,
mediator,mediator
medicine,medicine
medicines,
meditate,meditate
meditation,meditation
meek,meek
meekness,meekness
meet,meet
meetest,
meeteth,
meeting,meeting
megiddo,
megiddon,
mehetabeel,
mehetabel,
mehida,
mehir,
meholathite,
mehujael,
mehuman,
mehunim,
mehunims,
mekonah,
melatiah,
melchi,
melchi-shua,
melchiah,
melchisedec,
melchizedek,
melea,
melech,
melicu,
melita,
melody,melody
melons,
melt,melt
melted,melted
melteth,
melting,melting
melzar,
member,member
members,
memorial,memorial
memory,memory
memphis,
memucan,
men,men
men's,
menahem,
menan,
mend,mend
mending,
mene,
menpleasers,
menservants,
menstealers,
menstruous,menstruous
mention,mention
mentioned,mentioned
meonenim,
meonothai,
mephaath,
mephibosheth,
merab,
meraiah,
meraioth,
merari,
merarites,
merathaim,
merchandise,merchandise
merchant,merchant
merchantmen,
merchants,
merchants',
mercies,
mercies',
merciful,merciful
mercurius,
mercy,mercy
mercyseat,
mered,
meremoth,
meres,
merib-baal,
meribah,
meribah-kadesh,
merodach,
merodach-baladan,
merom,
meronothite,
meroz,
merrily,merrily
merry,merry
merryhearted,
mesech,
mesha,
meshach,
meshech,
meshelemiah,
meshezabeel,
meshillemith,
meshillemoth,
meshobab,
meshullam,
meshullemeth,
mesobaite,
mesopotamia,
mess,mess
message,message
messenger,
messengers,
messes,
messiah,messiah
messias,
met,met
mete,mete
meted,
meteyard,meteyard
metheg-ammah,
methusael,
methuselah,
meunim,
mezahab,
miamin,
mibhar,
mibsam,
mibzar,
micah,
micah's,
micaiah,
mice,mice
micha,
michael,
michah,
michaiah,
michal,
michmas,
michmash,
michmethah,
michri,
midday,
middin,
middle,middle
middlemost,middlemost
midian,
midianite,
midianites,
midianitish,
midnight,midnight
midst,midst
midwife,midwife
midwives,
migdal-el,
migdal-gad,
migdol,
might,might
mightest,
mightier,
mighties,
mightiest,
mightily,mightily
mighty,mighty
migron,
mijamin,
mikloth,
mikneiah,
milalai,
milcah,
milch,milch
milcom,
mildew,mildew
mile,mile
miletum,
miletus,
milk,milk
mill,mill
millet,millet
millions,
millo,
mills,
millstone,millstone
millstones,
mincing,mincing
mind,mind
minded,minded
mindful,mindful
minding,minding
minds,
mine,mine
mingle,mingle
mingled,mingled
miniamin,
minish,minish
minished,
minister,minister
ministered,ministered
ministereth,
ministering,ministering
ministers,
ministration,ministration
ministry,ministry
minni,
minnith,
minstrel,minstrel
minstrels,
mint,mint
miphkad,
miracle,miracle
miracles,
mire,mire
miriam,
mirma,
mirth,mirth
miry,miry
miscarrying,miscarrying
mischief,mischief
mischiefs,
mischievous,mischievous
miserable,
miserably,miserably
miseries,
misery,misery
misgab,
mishael,
mishal,
misham,
misheal,
mishma,
mishmannah,
mishraites,
mispar,
mispereth,
misrephoth-maim,
miss,miss
missed,
missing,missing
mist,mist
mistress,mistress
misused,misused
mite,mite
mites,
mithcah,
mithnite,
mithredath,
mitre,
mitylene,
mixed,mixed
mixt,
mixture,mixture
mizar,
mizpah,
mizpeh,
mizraim,
mizzah,
mnason,
moab,
moabite,
moabites,
moabitess,
moabitish,
moadiah,
mock,mock
mocked,mocked
mocker,mocker
mockers,
mockest,
mocketh,
mocking,mocking
mockings,
moderately,moderately
moderation,moderation
modest,modest
moist,moist
moistened,moistened
moisture,moisture
moladah,
mole,mole
molech,
moles,
molid,
mollified,mollified
moloch,
molten,molten
moment,moment
money,money
moneychangers,
monsters,
month,month
monthly,monthly
months,
monuments,
moon,moon
moons,
morasthite,
mordecai,
mordecai's,
more,more
moreh,
moreover,moreover
moresheth-gath,
moriah,
morning,morning
morrow,morrow
morsel,morsel
morsels,
mortal,mortal
mortality,mortality
mortally,mortally
mortar,mortar
morter,morter
mortgaged,mortgaged
mortify,mortify
mosera,
moseroth,
moses,
moses',
most,most
mote,mote
moth,moth
motheaten,motheaten
mother,mother
mother's,
mothers,
mothers',
motions,
mouldy,
mount,mount
mountain,mountain
mountains,
mounted,mounted
mounting,mounting
mounts,
mourn,mourn
mourned,
mourner,mourner
mourners,
mourneth,
mournfully,mournfully
mourning,mourning
mouse,mouse
mouth,mouth
mouths,
move,move
moveable,
moved,moved
movedst,
mover,mover
moveth,
moving,moving
mower,
mowings,
mown,mown
moza,
mozah,
much,much
mufflers,
mulberry,mulberry
mule,mule
mules,
mules',
multiplied,multiplied
multipliedst,
multiplieth,
multiply,multiply
multiplying,multiplying
multitude,multitude
multitudes,
munition,munition
munitions,
muppim,
murder,murder
murderer,murderer
murderers,
murders,
murmur,murmur
murmured,
murmurers,
murmuring,murmuring
murmurings,
murrain,murrain
muse,muse
mused,
mushi,
mushites,
musical,musical
musicians,
musick,
musing,musing
must,must
mustard,mustard
mustered,
mustereth,
mutter,mutter
muttered,muttered
mutual,mutual
muzzle,muzzle
my,my
myra,
myrrh,myrrh
myrtle,myrtle
myself,myself
mysia,
mysteries,
mystery,mystery
naam,
naamah,
naaman,
naaman's,
naamathite,
naamites,
naarah,
naarai,
naaran,
naarath,
naashon,
naasson,
nabal,
nabal's,
naboth,
nachon's,
nachor,
nadab,
nagge,
nahalal,
nahaliel,
nahallal,
nahalol,
naham,
nahamani,
naharai,
nahash,
nahath,
nahbi,
nahor,
nahor's,
nahshon,
nahum,
nail,nail
nailing,nailing
nails,
nain,
naioth,
naked,naked
nakedness,nakedness
name,name
name's,
named,named
namely,namely
names,
nameth,
naomi,
naomi's,
naphish,
naphtali,
naphtuhim,
napkin,napkin
narcissus,narcissus
narrow,narrow
narrowed,narrowed
narrower,
narrowly,narrowly
nathan,
nathan-melech,
nathanael,
nation,nation
nations,
native,native
nativity,nativity
natural,natural
naturally,naturally
nature,nature
naught,naught
naughtiness,naughtiness
naughty,
naum,
navel,navel
naves,
navy,navy
nay,nay
nazarene,
nazarenes,
nazareth,
nazarite,nazarite
nazarites,
neah,
neapolis,
near,near
nearer,
neariah,
nebai,
nebaioth,
nebajoth,
neballat,
nebat,
nebo,
nebuchadnezzar,
nebuchadrezzar,
nebushasban,
nebuzar-adan,
necessary,necessary
necessities,
necessity,necessity
necho,
neck,neck
necks,
necromancer,necromancer
nedabiah,
need,need
needed,needed
needest,
needeth,
needful,needful
needle,needle
needle's,
needlework,needlework
needs,needs
needy,needy
neesings,
neglect,neglect
neglected,neglected
neglecting,neglecting
negligent,negligent
nehelamite,
nehemiah,
nehum,
nehushta,
nehushtan,
neiel,
neighbour,
neighbour's,
neighbours,
neighbours',
neighed,
neighing,
neighings,
neither,neither
nekeb,
nekoda,
nemuel,
nemuelites,
nepheg,
nephew,nephew
nephews,
nephish,
nephishesim,
nephthalim,
nephtoah,
nephusim,
nepthalim,
ner,
nereus,
nergal,
nergal-sharezer,
neri,
neriah,
nest,nest
nests,
net,net
nethaneel,
nethaniah,
nether,nether
nethermost,nethermost
nethinims,
netophah,
netophathi,
netophathite,
netophathites,
nets,
nettles,
network,
networks,
never,never
nevertheless,nevertheless
new,new
newborn,
newly,newly
newness,newness
news,news
next,next
neziah,
nezib,
nibhaz,
nibshan,
nicanor,
nicodemus,
nicolaitans,
nicolas,
nicopolis,
niger,
nigh,nigh
night,night
nights,
nimrah,
nimrim,
nimrod,
nimshi,
nine,nine
nineteen,nineteen
nineteenth,nineteenth
ninety,ninety
nineve,
nineveh,
ninevites,
ninth,ninth
nisan,nisan
nisroch,
nitre,
no,no
noadiah,
noah,
noah's,
nob,
nobah,
noble,noble
nobleman,
nobles,
nod,nod
nodab,
noe,
nogah,
nohah,
noise,noise
noised,noised
noisome,noisome
non,non
none,none
noon,noon
noonday,noonday
noontide,noontide
noph,
nophah,
nor,nor
north,north
northern,northern
northward,northward
nose,nose
noses,
nostrils,
not,not
notable,notable
note,note
noted,noted
nothing,nothing
notice,notice
notwithstanding,notwithstanding
nought,nought
nourish,nourish
nourished,nourished
nourisher,nourisher
nourisheth,
nourishing,nourishing
nourishment,nourishment
novice,novice
now,now
number,number
numbered,numbered
numberest,
numbering,numbering
numbers,numbers
nun,nun
nurse,nurse
nursed,nursed
nursing,nursing
nurture,nurture
nuts,
nymphas,
o,o
oak,oak
oaks,
oar,oar
oars,
oath,oath
oath's,
oaths,
obadiah,
obal,
obed,
obed-edom,
obedience,obedience
obedient,obedient
obeisance,obeisance
obey,obey
obeyed,obeyed
obeyedst,
obeyeth,
obeying,obeying
obil,
object,object
oblation,oblation
oblations,
oboth,
obscure,obscure
obscurity,
observation,observation
observe,observe
observed,observed
observer,observer
observers,
observest,
observeth,
obstinate,obstinate
obtain,obtain
obtained,obtained
obtaineth,
obtaining,obtaining
occasion,occasion
occasioned,occasioned
occasions,
occupation,occupation
occupied,
occupiers,
occupieth,
occupy,occupy
occurrent,occurrent
ocran,
odd,odd
oded,
odious,odious
odour,
odours,
of,of
off,off
offence,
offences,
offend,offend
offended,offended
offender,offender
offenders,
offer,offer
offered,offered
offereth,
offering,offering
offerings,
office,office
officer,officer
officers,
offices,
offscouring,offscouring
offspring,offspring
oft,oft
often,often
oftener,
oftentimes,oftentimes
ofttimes,ofttimes
og,og
oh,oh
ohad,
ohel,
oil,oil
oiled,oiled
ointment,ointment
ointments,
old,old
oldness,oldness
olive,olive
olives,
olivet,
oliveyard,
oliveyards,
olympas,
omar,
omega,omega
omer,omer
omers,
omitted,omitted
omnipotent,omnipotent
omri,
on,on
onam,
onan,
once,once
one,one
one's,
ones,
onesimus,
onesiphorus,
onions,
only,only
ono,
onward,onward
onycha,onycha
onyx,onyx
open,open
opened,opened
openest,
openeth,
opening,opening
openings,
openly,openly
operation,operation
operations,
ophel,
ophir,
ophni,
ophrah,
opinion,opinion
opinions,
opportunity,opportunity
oppose,oppose
opposed,opposed
opposest,
opposeth,
oppositions,
oppress,oppress
oppressed,oppressed
oppresseth,
oppressing,oppressing
oppression,oppression
oppressions,
oppressor,oppressor
oppressors,
or,or
oracle,
oracles,
oration,oration
orator,orator
orchard,orchard
orchards,
ordain,ordain
ordained,ordained
ordaineth,
order,order
ordered,ordered
ordereth,
orderings,
orderly,orderly
ordinance,ordinance
ordinances,
ordinary,ordinary
oreb,
oren,
organ,organ
organs,
orion,orion
ornament,ornament
ornaments,
ornan,
orpah,
orphans,
osee,
oshea,
ospray,ospray
ossifrage,ossifrage
ostrich,ostrich
ostriches,
other,other
others,
otherwise,otherwise
othni,
othniel,
ouches,
ought,ought
oughtest,
our,our
ours,
ourselves,ourselves
out,out
outcast,outcast
outcasts,
outer,outer
outgoings,
outlandish,outlandish
outlived,
outmost,outmost
outrageous,outrageous
outrun,outrun
outside,outside
outstretched,
outward,outward
outwardly,outwardly
outwent,outwent
oven,oven
ovens,
over,over
overcame,
overcharge,overcharge
overcharged,
overcome,overcome
overcometh,
overdrive,overdrive
overflow,overflow
overflowed,
overfloweth,
overflowing,overflowing
overflown,
overlaid,overlaid
overlay,overlay
overlaying,overlaying
overlived,
overmuch,overmuch
overpass,overpass
overpast,
overplus,overplus
overran,
overrunning,overrunning
oversee,oversee
overseer,overseer
overseers,
overshadow,overshadow
overshadowed,
oversight,oversight
overspread,overspread
overspreading,
overtake,overtake
overtaken,
overtaketh,
overthrew,
overthrow,overthrow
overthroweth,
overthrown,
overtook,overtook
overturn,overturn
overturned,overturned
overturneth,
overwhelm,overwhelm
overwhelmed,
owe,owe
owed,
owest,
oweth,
owl,owl
owls,
own,own
owner,owner
owners,
owneth,
ox,ox
oxen,
ozem,
ozias,
ozni,
oznites,
paarai,
paces,
pacified,pacified
pacifieth,
pacify,pacify
padan,
padan-aram,
paddle,paddle
padon,
pagiel,
pahath-moab,
pai,
paid,paid
pain,pain
pained,
painful,painful
painfulness,painfulness
pains,
painted,painted
paintedst,
painting,painting
pair,pair
palace,palace
palaces,
palal,
pale,pale
paleness,paleness
palestina,
palestine,
pallu,
palluites,
palm,palm
palmerworm,
palms,
palsies,
palsy,palsy
palti,
paltiel,
paltite,
pamphylia,
pan,pan
pangs,
pannag,
pans,
pant,pant
panted,
panteth,
paper,paper
paphos,
paps,
parable,parable
parables,
paradise,paradise
parah,
paramours,
paran,
parbar,
parcel,parcel
parched,parched
parchments,
pardon,pardon
pardoned,pardoned
pardoneth,
pare,pare
parents,
parlour,
parlours,
parmashta,
parmenas,
parnach,
parosh,
parshandatha,
part,part
partaker,partaker
partakers,
partakest,
parted,parted
parteth,
parthians,
partial,partial
partiality,partiality
particular,particular
particularly,particularly
parties,
parting,parting
partition,partition
partly,partly
partner,partner
partners,
partridge,partridge
parts,
paruah,
parvaim,
pas-dammim,
pasach,
paseah,
pashur,
pass,pass
passage,passage
passages,
passed,passed
passedst,
passengers,
passest,
passeth,
passing,passing
passion,passion
passions,
passover,passover
passovers,
past,past
pastor,pastor
pastors,
pasture,pasture
pastures,
patara,
pate,pate
path,path
pathros,
pathrusim,
paths,
pathway,pathway
patience,patience
patient,patient
patiently,patiently
patmos,
patriarch,patriarch
patriarchs,
patrimony,patrimony
patrobas,
pattern,pattern
patterns,
pau,
paul,
paul's,
paulus,
paved,paved
pavement,pavement
pavilion,pavilion
pavilions,
paw,paw
paweth,
paws,
pay,pay
payed,
payeth,
payment,payment
peace,peace
peaceable,peaceable
peaceably,peaceably
peacemakers,
peacocks,
pearl,pearl
pearls,
peculiar,peculiar
pedahel,
pedahzur,
pedaiah,
pedigrees,
peeled,peeled
peep,peep
peeped,
pekah,
pekahiah,
pekod,
pelaiah,
pelaliah,
pelatiah,
peleg,
pelet,
peleth,
pelethites,
pelican,pelican
pelonite,
pen,pen
pence,pence
peniel,
peninnah,
penknife,penknife
penny,penny
pennyworth,pennyworth
pentecost,pentecost
penuel,
penury,penury
people,people
people's,
peoples,
peor,
peor's,
peradventure,peradventure
perazim,
perceive,perceive
perceived,perceived
perceivest,
perceiveth,
perceiving,
perdition,perdition
peres,
peresh,
perez,
perez-uzza,
perez-uzzah,
perfect,perfect
perfected,perfected
perfecting,perfecting
perfection,perfection
perfectly,perfectly
perfectness,perfectness
perform,perform
performance,performance
performed,performed
performeth,
performing,performing
perfume,perfume
perfumed,perfumed
perfumes,
perga,
pergamos,
perhaps,perhaps
perida,
peril,peril
perilous,perilous
perils,
perish,perish
perished,
perisheth,
perishing,
perizzite,
perizzites,
perjured,perjured
permission,permission
permit,
permitted,
pernicious,pernicious
perpetual,perpetual
perpetually,perpetually
perplexed,perplexed
perplexity,
persecute,persecute
persecuted,persecuted
persecutest,
persecuting,persecuting
persecution,persecution
persecutions,
persecutor,persecutor
persecutors,
perseverance,perseverance
persia,
persian,
persians,
persis,
person,person
persons,
persuade,persuade
persuaded,persuaded
persuadest,
persuadeth,
persuading,persuading
persuasion,persuasion
pertain,pertain
pertained,
pertaineth,
pertaining,
peruda,
perverse,perverse
perversely,perversely
perverseness,perverseness
pervert,pervert
perverted,perverted
perverteth,
perverting,perverting
pestilence,
pestilences,
pestilent,pestilent
pestle,pestle
peter,peter
peter's,
pethahiah,
pethor,
pethuel,
petition,petition
petitions,
peulthai,
phalec,
phallu,
phalti,
phaltiel,
phanuel,
pharaoh,
pharaoh's,
pharaoh-hophra,
pharaoh-necho,
pharaoh-nechoh,
phares,
pharez,
pharisee,pharisee
pharisee's,
pharisees,
pharisees',
pharosh,
pharpar,
pharzites,
phaseah,
phebe,
phenice,
phenicia,
phichol,
philadelphia,
philemon,
philetus,
philip,
philip's,
philippi,
philippians,
philistia,
philistim,
philistine,
philistines,
philistines',
philologus,
philosophers,
philosophy,philosophy
phinehas,
phinehas',
phlegon,
phrygia,
phurah,
phut,
phuvah,
phygellus,
phylacteries,
physician,physician
physicians,
pi-beseth,
pi-hahiroth,
pick,pick
pictures,
piece,piece
pieces,
pierce,pierce
pierced,pierced
pierceth,
piercing,piercing
piercings,
piety,piety
pigeon,pigeon
pigeons,
pilate,
pildash,
pile,pile
pileha,
pilgrimage,pilgrimage
pilgrims,
pillar,pillar
pillars,
pilled,
pillow,pillow
pillows,
pilots,
piltai,
pin,pin
pine,pine
pineth,
pining,pining
pinnacle,pinnacle
pinon,
pins,
pipe,pipe
piped,piped
pipers,
pipes,
piram,
pirathon,
pirathonite,
pisgah,
pisidia,
pison,
pispah,
piss,piss
pisseth,
pit,pit
pitch,pitch
pitched,pitched
pitcher,pitcher
pitchers,
pithom,
pithon,
pitied,pitied
pitieth,
pitiful,pitiful
pits,
pity,pity
place,place
placed,placed
places,
plague,plague
plagued,
plagues,
plain,
plainly,plainly
plainness,plainness
plains,
plaister,
plaistered,
plaiting,plaiting
planes,
planets,
planks,
plant,plant
plantation,plantation
planted,planted
plantedst,
planters,
planteth,
planting,planting
plantings,
plants,
plat,plat
plate,plate
plates,
platted,
platter,platter
play,play
played,played
playedst,
player,player
players,
playeth,
playing,
plea,plea
plead,plead
pleaded,pleaded
pleadeth,
pleadings,pleadings
pleasant,pleasant
pleasantness,pleasantness
please,please
pleased,pleased
pleaseth,
pleasing,pleasing
pleasure,pleasure
pleasures,
pledge,pledge
pledges,
pleiades,
plenteous,plenteous
plenteousness,plenteousness
plentiful,plentiful
plentifully,plentifully
plenty,plenty
plotteth,
plough,plough
plow,plow
plowed,plowed
plowers,
ploweth,
plowing,plowing
plowman,plowman
plowmen,
plowshares,
pluck,pluck
plucked,plucked
plucketh,
pluckt,
plumbline,
plummet,plummet
plunge,plunge
pochereth,
poets,
point,point
pointed,pointed
points,
poison,poison
pole,pole
policy,policy
polished,polished
polishing,polishing
poll,poll
polled,
polls,
pollute,
polluted,polluted
polluting,polluting
pollution,pollution
pollutions,
pollux,pollux
pomegranate,pomegranate
pomegranates,
pommels,
pomp,pomp
ponder,ponder
pondered,pondered
pondereth,
ponds,
pontius,
pontus,
pool,pool
pools,
poor,poor
poorer,
poorest,
poplar,poplar
poplars,
populous,populous
poratha,
porch,porch
porches,
porcius,
port,port
porter,porter
porters,
portion,portion
portions,
possess,possess
possessed,possessed
possessest,
possesseth,
possessing,possessing
possession,possession
possessions,
possessor,possessor
possessors,
possible,possible
post,post
posterity,posterity
posts,
pot,pot
potentate,potentate
poti-pherah,
potiphar,
pots,
potsherd,potsherd
potsherds,
pottage,pottage
potter,potter
potter's,
potters,
potters',
pound,pound
pounds,
pour,pour
poured,poured
pouredst,
poureth,
pouring,pouring
pourtray,
pourtrayed,
poverty,poverty
powder,powder
powders,
power,power
powerful,powerful
powers,
practices,
practise,
practised,
praetorium,
praise,praise
praised,praised
praises,
praiseth,
praising,praising
pransing,
pransings,
prating,
pray,pray
prayed,
prayer,prayer
prayers,
prayest,
prayeth,
praying,praying
preach,preach
preached,preached
preacher,preacher
preachest,
preacheth,
preaching,preaching
precept,precept
precepts,
precious,precious
predestinate,predestinate
predestinated,predestinated
preeminence,
prefer,prefer
preferred,preferred
preferring,preferring
premeditate,premeditate
preparation,preparation
preparations,
prepare,prepare
prepared,prepared
preparedst,
preparest,
prepareth,
preparing,preparing
presbytery,presbytery
prescribed,prescribed
prescribing,prescribing
presence,presence
present,present
presented,presented
presenting,
presently,presently
presents,
preserve,preserve
preserved,preserved
preserver,preserver
preservest,
preserveth,
presidents,
press,press
pressed,pressed
presses,
presseth,
pressfat,
presume,presume
presumed,presumed
presumptuous,presumptuous
presumptuously,presumptuously
pretence,
prevail,prevail
prevailed,
prevailest,
prevaileth,
prevent,prevent
prevented,prevented
preventest,
prey,prey
price,price
prices,
pricked,pricked
pricking,pricking
pricks,
pride,pride
priest,priest
priest's,
priesthood,priesthood
priests,
priests',
prince,prince
prince's,
princes,
princess,princess
princesses,
principal,principal
principalities,
principality,principality
principles,
print,print
printed,printed
prisca,
priscilla,
prised,
prison,prison
prisoner,prisoner
prisoners,
prisons,
private,private
privately,privately
privily,privily
privy,privy
prize,prize
proceed,proceed
proceeded,
proceedeth,
proceeding,proceeding
process,process
prochorus,
proclaim,proclaim
proclaimed,proclaimed
proclaimeth,
